"step_id","step_title","step_index","question_id","question_index","question_label"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"c4855898-e509-49a4-a58a-5f3c32bd64dc",2,"M'aide à construire mon parcours professionnel"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"66e6b3cb-554e-4359-82cb-ce7e298d4a3d",15,"Veille à créer une bonne ambiance de travail"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"f7527295-55a0-46e7-adf2-f6f5038daf2c",0,"Me fixe des objectifs précis"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"c4352e6d-9886-4c67-a179-4d4a60a92757",13,"Partage mes valeurs"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"d85de098-f932-4b89-8fb2-77e82c47ce32",3,"M’accompagne dans le développement de mes compétences"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"b44cd557-95bb-456a-8de6-72d2d9023fee",17,"Soit attentif à mon équilibre vie pro / vie perso"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"317eaa54-e1a9-491f-bbc9-5bbe535a4cf6",9,"M’incite à essayer"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"f8ef2b42-e614-49be-882e-44726b681f1c",4,"Me propose des temps d’échanges réguliers"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"14f8dab5-72c5-4aab-9771-8c979a18ae8b",6,"Me dise comment m'organiser"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"76f117f5-4251-4f88-a351-6e9107510679",12,"Nous permette d’avoir une relation informelle"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"dfed2885-4e08-4a3e-9a62-53d3dda3b24d",14,"Me valorise auprès des autres"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"b00ac354-8d7e-47c2-90be-0315a3a40c0c",7,"Me challenge"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"821f803e-3fb9-4c08-b3a6-5da8a9b1f829",16,"Me donne envie de me dépasser"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"5e395d6a-d77b-43f4-b1cd-a0cd26cf1814",11,"Soit cohérent"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"e747ffe9-696b-4424-9f55-802fcfb528fa",5,"Se montre disponible pour moi"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"59eebe49-6e1c-41b7-a00a-3ffecd56344d",8,"Me rassure"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"fb58872d-19f0-4755-842f-3985cca857ae",1,"Me fixe des objectifs ambitieux"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"58dcde27-ba8c-402d-a439-2e8ee8a46c72",10,"M’inspire, représente un modèle"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"70c7b8b9-a920-4560-ad94-2df42afd7690",18,"Soit exigeant"
"5dd4e1cb-4556-4562-9107-60a409b0997a","J'attends de mon/ma manager qu'il/elle",2,"9864ac79-677c-4a74-ba01-96a089e1ba7b",19,"M'inclue dans les décisions"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"87233d3e-3c0e-472f-8ade-bb3730f4b658",0,"D'avoir un CDI"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"db08917c-8fe3-4afc-a814-666147794c44",18,"De voir rapidement les résultats de mes actions"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"fcd0a7fe-85cd-46f5-8c4d-5f873871295e",5,"De mettre en place mes idées, mes propositions"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"65a921b2-c376-48e8-8161-6328fca448d0",6,"De lier des relations amicales"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"e6c4d4d9-21e7-4f0b-b3a5-d3079ec44f07",13,"D’exprimer ma créativité"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"9fb9622d-f148-4162-ba5e-bfe20ade7aa3",20,"D'être libre de m'organiser comme je veux"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"6a5b2ab1-af7e-44b3-b0ae-c3cd9f86c2b3",4,"De décrocher lorsque je rentre chez moi"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"3b37b144-7672-46e7-b8fb-a8123d20f96a",9,"D’avoir des perspectives d’évolution de carrière"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"8246894c-6e7a-4cad-9cde-1ff22204da0f",3,"D’être la même personne que dans ma vie personnelle"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"d9a0d5f6-0a72-48c8-aaf6-b49d2478e7a1",8,"D'innover"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"81caf214-05c2-489f-9b06-63e9a1c24353",10,"De contribuer aux grands enjeux sociaux ou environnementaux"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"c1700cc8-74ce-45b7-8370-10d60a59380b",17,"D’avoir des missions variées"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"e0e67029-2387-48fb-a2c1-31928bcb17d0",22,"De partager les mêmes valeurs que mon organisation"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"5da26b2f-8630-4be5-9a57-77e37e37b144",27,"D'élargir mon réseau"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"da3c4171-0b87-49dd-9c87-ecc32bbc982b",1,"De développer de nouvelles compétences"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"027ceeab-02bd-4fbb-a3a5-49953cad8f1d",2,"De me dépasser"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"c0d0de4a-987a-497a-bc0e-b9d71195207d",29,"D’être au service de projets déjà lancés"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"411c4aef-92e5-4e96-b8a6-3182f74e7b71",30,"De prendre des décisions"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"f07a0c97-51e4-4318-8b65-8efacb544e04",12,"D'avoir des horaires clairement définis"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"b6bef227-577b-4232-917a-102a5eac1548",24,"D'avoir des missions claires et définies"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"03b52ce5-516d-4706-9011-b9ae6164ffe9",25,"De travailler sur des projets ambitieux"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"6fa658c5-3068-4236-89c6-44b4c82d4520",7,"D'apprendre sur moi-même"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"403b00c7-10a8-4f5a-8a7b-365a4cd57856",14,"De faire partie d'une structure renommée"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"38c3d1de-90d9-4d99-9b69-fd14e78473b4",23,"De progresser régulièrement dans ma rémunération"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"00cc9176-b0f6-464a-a7e0-d79fd2abcda7",11,"D'avoir des responsabilités"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"9a07c421-c420-4e1a-83ab-4577f77bff09",19,"De sortir de ma zone de confort"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"ed1a88f8-518a-45ea-ad6a-8a9baff9b42e",28,"De lancer de nouveaux projets"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"6deab74b-2335-4b7b-bc6e-361ded12948e",15,"D'être mise en visibilité auprès de la hiérarchie pour ce que je réalise"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"6deab74b-2335-4b7b-bc6e-361ded12948e",15,"D'être mis en visibilité auprès de la hiérarchie pour ce que je réalise"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"6deab74b-2335-4b7b-bc6e-361ded12948e",15,"D'être mis(e) en visibilité auprès de la hiérarchie pour ce que je réalise"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"356b8ed2-b91c-4211-adef-a9502a2c1712",21,"De défendre une cause qui me tient à coeur"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"6ed0322b-ceb3-4dc9-b3fd-aeca7f912cee",26,"De faire partie d'une organisation avec une finalité sociétale"
"e065c4c3-b948-4a27-8ec9-c928ec97e35a","J’attends de mon travail qu’il me permette",1,"a59efa0e-0644-4d23-b368-ad77bda51cd6",16,"De bien gagner ma vie"
"09c243e1-5a89-44cc-b4c5-bc820589f317","Aujourd’hui, je suis à l’aise dans un environnement de travail où",3,"895319a3-5f46-46ab-86fd-544ed19eeb39",0,"Il y a de l'imprévu"
"09c243e1-5a89-44cc-b4c5-bc820589f317","Aujourd’hui, je suis à l’aise dans un environnement de travail où",3,"c4fbc9aa-a933-432a-8f93-bd88dc355a46",1,"Il y a de l'adrénaline"
"09c243e1-5a89-44cc-b4c5-bc820589f317","Aujourd’hui, je suis à l’aise dans un environnement de travail où",3,"d9e3fc60-f19d-4d83-91d0-b8ab353b8302",5,"Il n'y a pas de cadre précis"
"09c243e1-5a89-44cc-b4c5-bc820589f317","Aujourd’hui, je suis à l’aise dans un environnement de travail où",3,"48ca5c14-726a-43c2-a683-aaf20666a0dc",2,"Il y a des règles et processus établis"
"09c243e1-5a89-44cc-b4c5-bc820589f317","Aujourd’hui, je suis à l’aise dans un environnement de travail où",3,"1e06a719-ede8-4549-9d91-1208f1dc505b",3,"Mes missions peuvent évoluer"
"09c243e1-5a89-44cc-b4c5-bc820589f317","Aujourd’hui, je suis à l’aise dans un environnement de travail où",3,"b18a67f5-ca2e-467b-aaa7-4173b2bb2372",8,"Le niveau d'exigence est élevé"
"09c243e1-5a89-44cc-b4c5-bc820589f317","Aujourd’hui, je suis à l’aise dans un environnement de travail où",3,"6fff0b1d-3758-4f0e-897e-403c966cac06",4,"Je dois prendre des décisions"
"09c243e1-5a89-44cc-b4c5-bc820589f317","Aujourd’hui, je suis à l’aise dans un environnement de travail où",3,"b4a3f6f6-bb75-4104-be85-8e890bc1925a",6,"L’on me dit quoi faire"
"09c243e1-5a89-44cc-b4c5-bc820589f317","Aujourd’hui, je suis à l’aise dans un environnement de travail où",3,"47a29e9b-3b78-4bc9-bd73-360c967fdc57",7,"Mes collègues partagent mes causes"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"8f6373c4-b2fb-4c99-835c-3d0e00b68e48",0,"Quelle est votre année de naissance ?"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"7d98cb3d-28b4-43c9-8d3a-0894c1c82e6f",2,"Quel est votre niveau d'étude ?"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"2bf59b23-3e82-4eb5-801b-b7ccaf4b17cd",3,"Quel est votre secteur d'activité ?"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"421ae3f4-7b70-4a32-a276-1cc0682bc8ec",5,"Quel est votre situation professionnelle actuelle ?"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"c89ce2d2-4280-4619-b550-6a4288936b58",1,"Votre code postal (Ou pays si vous ne vivez pas en France)"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"8225fd04-b92a-4479-9c3a-3f02b61b6d47",4,"Quelle est votre catégorie socioprofessionnelle ?"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"5dcdfd72-8ada-48ab-99a0-18e3f2304ec5",6,"Quel est votre état d'esprit actuel ?"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"fe04c527-0669-443c-a1d5-99ad7097c97c",10,"Le nombre d'employeurs pour lesquels vous avez travaillé (hors stage)"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"d0f5a5b9-ff54-452f-b735-3fba74aec17b",11,"Comment nous avez-vous connu ?"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"41b3af9a-c410-42f8-a743-69266a07621e",7,"Dans quel but faites vous ce test ?"
"80ff3cf4-79fd-415c-a606-1bd5f471af4b","À propos de vous",4,"885b8424-5e44-4cfc-8122-b16ce7a36dcc",8,"Pouvez-vous nous en dire plus ?"
"f7fc7a30-7af2-4789-b0df-8ffc3578d9dc","Pour commencer",0,"ee4fa3b8-2902-4741-b81a-5147b3759dde",0,"Vous êtes"
